201808sci:/work/03946/hetdex/maverick/20180808/virus/virus0000026/exp03/virus/20180808T092216.1_105LL_sci.fits SSA22_field6d_000_W 366.599011072 402.033355128 58338.3904648926 22.308192 0.542778 208.964027 214.266859 -105.004829779267 20.5477777777778
201809sci:/work/03946/hetdex/maverick/20180905/virus/virus0000016/exp03/virus/20180905T044959.0_105LL_sci.fits SSA22_fieldE1a_000_E 427.349169664 462.156345115 58366.2013780363 22.280642 0.391833 151.48678 146.286359 -110.00238494575 16.5961111111111
201809sci:/work/03946/hetdex/maverick/20180910/virus/virus0000012/exp03/virus/20180910T050120.2_105LL_sci.fits SSA22_fieldE4d_000_E 488.149342208 523.808461393 58371.2092621606 22.296261 0.308456 151.736289 146.592241 -110.006730645895 15.1488888888889
201809sci:/work/03946/hetdex/maverick/20180911/virus/virus0000012/exp03/virus/20180911T043236.9_105LL_sci.fits SSA22_fieldE2a_000_E 488.45110144 525.234075757 58372.1893162038 22.287192 0.443956 151.329109 146.092924 -110.019767746329 15.3844444444444
201809sci:/work/03946/hetdex/maverick/20180911/virus/virus0000013/exp03/virus/20180911T050258.2_105LL_sci.fits SSA22_fieldE4c_000_E 487.497952256 522.834252591 58372.2103961837 22.295428 0.301817 151.756175 146.616608 -110.019767746329 15.4694444444444
201809sci:/work/03946/hetdex/maverick/20180912/virus/virus0000011/exp03/virus/20180912T042711.7_105LL_sci.fits SSA22_fieldE1b_000_E 548.499589888 584.803789253 58373.1855524061 22.279808 0.385192 151.507544 146.311825 -109.998039245605 17.4755555555556
201809sci:/work/03946/hetdex/maverick/20180912/virus/virus0000012/exp03/virus/20180912T045925.4_105LL_sci.fits SSA22_fieldE3d_000_E 488.400042496 524.207688267 58373.2079332019 22.289711 0.256333 151.893783 146.785178 -110.00238494575 17.1144444444444
201809sci:/work/03946/hetdex/maverick/20180913/virus/virus0000010/exp03/virus/20180913T043155.4_105LL_sci.fits SSA22_fieldE2b_000_E 428.099097344 464.043215585 58374.18883648 22.286356 0.437317 151.352139 146.121185 -110.01107634604 19.2888888888889
201809sci:/work/03946/hetdex/maverick/20180914/virus/virus0000009/exp03/virus/20180914T042314.7_105LL_sci.fits SSA22_fieldE1c_000_E 367.800053248 402.806875886 58375.1828100756 22.28025 0.372678 151.542154 146.354267 -110.00238494575 16.6377777777778
201809sci:/work/03946/hetdex/maverick/20180929/virus/virus0000007/exp03/virus/20180929T031756.5_105LL_sci.fits SSA22_fieldE1d_000_E 426.849894912 461.907226484 58390.1374600516 -999999.9 -999999.9 -999999.9 -999999.9 -105.013521179557 20.2561111111111
201809sci:/work/03946/hetdex/maverick/20180930/virus/virus0000007/exp03/virus/20180930T031643.9_105LL_sci.fits SSA22_fieldE2c_000_E 426.747999744 461.880411087 58391.1366198263 -999999.9 -999999.9 -999999.9 -999999.9 -105.009175479412 16.7494444444444
201810sci:/work/03946/hetdex/maverick/20181001/virus/virus0000009/exp03/virus/20181001T031054.0_105LL_sci.fits SSA22_fieldE4a_000_E 427.79835648 464.156540473 58392.1325699179 22.295817 0.320969 151.699783 146.547503 -105.009175479412 17.4661111111111
201810sci:/work/03946/hetdex/maverick/20181001/virus/virus0000010/exp03/virus/20181001T033741.8_105LL_sci.fits SSA22_fieldE4b_000_E 426.849828352 461.778288912 58392.1511789775 22.294983 0.314331 151.721539 146.574166 -104.996138378978 16.9172222222222
201810sci:/work/03946/hetdex/maverick/20181002/virus/virus0000006/exp03/virus/20181002T031202.1_105LL_sci.fits SSA22_fieldE3a_000_E 427.149911552 462.683952573 58393.133358432 22.289267 0.268847 151.857662 146.740938 -105.009175479412 16.6377777777778
201810sci:/work/03946/hetdex/maverick/20181003/virus/virus0000007/exp03/virus/20181003T025952.9_105LL_sci.fits SSA22_fieldE3a_000_E 427.648617472 463.553233561 58394.1249180222 22.289267 0.268847 151.860679 146.744633 -105.009175479412 18.6972222222222
201810sci:/work/03946/hetdex/maverick/20181003/virus/virus0000008/exp03/virus/20181003T032812.4_105LL_sci.fits SSA22_fieldE3b_000_E 427.199569664 462.531078784 58394.1445882292 22.288433 0.262208 151.878943 146.767003 -105.000484079123 18.6122222222222
201810sci:/work/03946/hetdex/maverick/20181004/virus/virus0000006/exp03/virus/20181004T025547.6_105LL_sci.fits SSA22_fieldE2d_000_E 427.100234496 462.957981754 58395.122079534 22.287633 0.431442 151.369963 146.143055 -105.000484079123 20.8411111111111
201810sci:/work/03946/hetdex/maverick/20181004/virus/virus0000007/exp03/virus/20181004T032256.1_105LL_sci.fits SSA22_fieldE3c_000_E 427.650095872 463.929972323 58395.1409273888 22.288878 0.249692 151.91474 146.810843 -105.013521179557 20.3055555555556
201810sci:/work/03946/hetdex/maverick/20181005/virus/virus0000007/exp03/virus/20181005T032634.5_105LL_sci.fits SSA22_fieldE6d_000_E 427.948763648 463.882311941 58396.1434558984 22.304886 0.185472 152.111418 147.051614 -105.013521179557 18.6588888888889
201810sci:/work/03946/hetdex/maverick/20181008/virus/virus0000013/exp03/virus/20181008T032030.9_105LL_sci.fits SSA22_fieldE5a_000_E 366.748639488 401.954666905 58399.1392474254 22.297894 0.145861 152.23287 147.200211 -104.991792678833 17.1816666666667
